company,link_response,location,date,link_url,job_title
Greenpoint Technologies,<200 http://chk.tbe.taleo.net/chk06/ats/careers/requisition.jsp?org=GREENPNTTECH&cws=1&rid=1229&source=indeed.com>,"denton, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=6152e1385c036d20&fccid=9473d70b2a9ddb27,"director, engineering"
Technology Service Professionals,<200 https://www.smartrecruiters.com/TechnologyServiceProfessionals/92983642-mechanical-engineer-packaging->,"dallas, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=b4af7bf3edcbbfe9&fccid=50e162c05810c8c2,mechanical engineer (packaging)
Edwards Limited,<200 http://www.edwards-jobs.com/US/JobSearch/JobCenterViewCndt.asp?JobAd_Id=854750>,"austin, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=b64d02e1f3adcd78&fccid=9b4887a26fd5a7b5,on-site service engineer i
Southwest Research Institute,<200 https://resapp.swri.org/ResApp/Job_Search_Results.aspx?DETAIL=10-00930>,"san antonio, tx 78238",30+ days ago,http://www.indeed.com/rc/clk?jk=191c81e77b978796&fccid=0d9a7400c0a8fdec,analyst - engineer - research engineer - intelligent network systems
Sierra Nevada Corporation,<200 https://aerotek.catsone.com/careers/index.php?m=portal&a=details&jobOrderID=8079631&ref=indeed&rf=Indeed.com>,"fort worth, tx",27 days ago,http://www.indeed.com/rc/clk?jk=861e1d8ce691f04d&fccid=7039fb7b00b8b3a8,senior flight control law design engineer
Sunoco,<200 https://energytransfer-openhire.silkroad.com/epostings/index.cfm?fuseaction=app.dspjob&jobid=6133&company_id=16323&version=3&jobBoardId=1112>,"dallas, tx",13 days ago,http://www.indeed.com/rc/clk?jk=277be5d8029829bb&fccid=14bb4c3eb0daeed3,engineer - electrical i
QuEST Global Engineering,<200 https://qrms.quest-global.com/cp/jobdescription.aspx?jd=United-States-Houston-MBE---Senior-Architect-HC/JC/13718/16&RID=14319>,"houston, tx",2 days ago,http://www.indeed.com/rc/clk?jk=582428f54c830b01&fccid=ad3813e46e9342cd,mbe - senior architect
Textron,<200 https://textron.taleo.net/careersection/textron/jobdetail.ftl?job=249220&lang=en&src=JB-10146>,"fort worth, tx 76118",15 days ago,http://www.indeed.com/rc/clk?jk=cbe5105e8be7ab6a&fccid=be0fe44f2a1c36c4,engineer iii - airframe structural analyst
Robins & Morton,<200 https://cr.robinsmorton.net/careers/Careers.aspx?adata=EDFUGeqE2OLj2iSg4Ux17FiCDV%2bmRr5x84t6dxUe8D%2bsJTS8xeCiBME88fx10Z9J%2fL1ZfonguDdXqzEA52PqsxfI4al%2ffGQC7b2Vmnz5wPSkuDEgGfe0PUCw9uwfJfeezRumMUQRMYwurs0sUO3UqZqOrvntO9VipCIQnDPCUckufHB3IlBfYAbDN4gyNDTdBuFVSB7uXmF%2fEpUbfArQwG8%3d&rf=INDEED>,"galveston, tx",3 days ago,http://www.indeed.com/rc/clk?jk=826a0d9802f703de&fccid=9bc87561e1ee3a9a,project manager
HAMILTON FORM COMPANY,<200 http://www.indeed.com/cmp/HAMILTON-FORM-COMPANY/jobs/Manufacturing-Engineer-3f005a72a349c009>,"richland hills, tx",30+ days ago,http://www.indeed.com/cmp/HAMILTON-FORM-COMPANY/jobs/Manufacturing-Engineer-3f005a72a349c009?r=1&fccid=66b6081ddff40133,manufacturing engineer
Zwick,<200 https://jobexchange.zwick.de/engage/jobexchange/showJobOfferDetail.do?jobOfferId=402894fa532ce74401537fdeeb032325&j=myjobexchange&organizationUnitId=>,"houston, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=bcd7310797b4afa9&fccid=59c32eab84a45dd1,field service engineer
WestRock,<200 http://westrock.ongig.com/jobs/internship-co-op-new-grads/evadale-tx/process-engineering-co-op-fall-2017-evadale-tx/sf-82850?career_ns=job_listing&jobPipeline=Indeed&utm_source=indeed&utm_medium=referral&utm_campaign=ongig-job-aggregators&group=1366&jid=30760>,"evadale, tx",21 days ago,http://www.indeed.com/rc/clk?jk=4ff3ba782f0d2b8f&fccid=1f4fef55263d4309,"process engineering co-op fall 2017 - evadale, tx"
Lancer Corporation,<200 http://www.indeed.com/cmp/Lancer-Corporation/jobs/Manufacturing-Engineer-38e3cfacd4f94a3a>,"san antonio, tx",30+ days ago,http://www.indeed.com/cmp/Lancer-Corporation/jobs/Manufacturing-Engineer-38e3cfacd4f94a3a?r=1&fccid=bc6e68395320caa4,manufacturing engineer iii (plastic injection molding)
"Comal County, Texas",<200 https://comalcounty.applicantpool.com/jobs/101234-21415.html>,"new braunfels, tx",15 days ago,http://www.indeed.com/rc/clk?jk=ca053e090692e2e9&fccid=68178f178daef0ad,assistant site operator
TRC Companies Inc,<200 https://trccompanies.silkroad.com/epostings/index.cfm?fuseaction=app.dspjob&jobid=219307&company_id=15992&version=1&jobBoardId=1112>,"midland, tx",29 days ago,http://www.indeed.com/rc/clk?jk=aa9bdc3fb5dbc571&fccid=453869dc4ab8e980,"air quality project manager - midland, tx"
Lockheed Martin,<200 http://search.lockheedmartinjobs.com/ShowJob/Id/58228/Helmet%20Mounted%20Display%20Engineer>,"fort worth, tx 76116",30+ days ago,http://www.indeed.com/rc/clk?jk=31a9b4eb44413fe5&fccid=aeb15e43a6800b9d,helmet mounted display engineer
MIDLAND INDEPENDENT SCHOOL DISTRICT,<200 https://www.SchoolSpring.com/job.cfm?jid=2549714>,"midland, tx 79705",30+ days ago,http://www.indeed.com/rc/clk?jk=3151682b61fd0605&fccid=2ad7addee11a5906,assistant building engineer
WestRock,<200 http://westrock.ongig.com/jobs/internship-co-op-new-grads/evadale-tx/process-engineering-co-op-spring-2017-evadale-tx/sf-82849?career_ns=job_listing&jobPipeline=Indeed&utm_source=indeed&utm_medium=referral&utm_campaign=ongig-job-aggregators&group=1366&jid=30761>,"evadale, tx",21 days ago,http://www.indeed.com/rc/clk?jk=af9cbd7c41ffb6f3&fccid=1f4fef55263d4309,"process engineering co-op spring 2017 - evadale, tx"
JLL,<200 https://sjobs.brassring.com/TGWEbHost/jobdetails.aspx?jobId=799965&partnerid=25611&siteid=5324&codes=D_Indeed>,"dallas, tx 75225 ",30+ days ago,http://www.indeed.com/rc/clk?jk=b91da518680d9b15&fccid=9917de3c28f569f6,mobile engineer - dallas
Pulice Construction Inc.,<200 http://chp.tbe.taleo.net/chp03/ats/careers/requisition.jsp?org=DRAGADOS&cws=45&rid=640>,"houston, tx 77047 ",30+ days ago,http://www.indeed.com/rc/clk?jk=2ae3c2d0022dd293&fccid=65271e6d80e762f5,equipment superintendent - tx
Vencore,<200 https://careers-vencore.icims.com/jobs/43574/field-service-technician/job?in_iframe=1&mode=job&iis=Job+Board+-+Indeed&iisn=Indeed.com>,"fort hood, tx",20 days ago,http://www.indeed.com/rc/clk?jk=ae9421d2d76dd9e6&fccid=1cb811e40902c620,field service technician
Graham & Associates,<200 http://www.engineering.com/jobs/display-job/15636/?utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed>,"dallas, tx",7 days ago,http://www.indeed.com/rc/clk?jk=e003d59ab5cdeb80&fccid=07d50a2e2639752e,"mechanical engineer - design and project management - dallas, tx"
CD-adapco,"<200 https://www.localjobnetwork.com/j/t-cfd-application-engineer-multiphase-oil-gas-e-cdadapco-l-orlando,-fl;-houston,-tx-jobs-j18800374.html>","houston, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=26ce6a754fc9f4b4&fccid=97377d8229d4bce8,cfd application engineer (multiphase oil & gas)
DH Pace Company,<200 http://www.indeed.com/cmp/DH-Pace/jobs/Sales-Professional-080c952b49ff4c4b>,"dallas, tx",3 days ago,http://www.indeed.com/cmp/DH-Pace/jobs/Sales-Professional-080c952b49ff4c4b?r=1&fccid=46ccaf5781eb8590,sales professional
"Metropolitan Transit Authority of Houston, Texas",<200 http://agency.governmentjobs.com/ridemetro/default.cfm?action=viewJob&jobID=1549588>,"houston, tx 77054 ",9 hours ago,http://www.indeed.com/rc/clk?jk=78a209c653adc645&fccid=c90b1ed155ff7b0c,signals & communications technician
Kiewit Corporation,<200 https://kiewitcareers.kiewit.com/job/Ingleside-Entry-Level-FieldOffice-Engineer-Kiewit-Offshore-Services-TX-78362/360905300/?jobPipeline=Indeed>,"ingleside, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=149512d0557fb168&fccid=fd3e5b9fc7b91d7c,entry level field/office engineer - kiewit offshore services
Solomon Associates,<200 https://sjobs.brassring.com/TGWebHost/jobdetails.aspx?jobId=304095&partnerid=26147&siteid=5591>,"dallas, tx 75240 ",30+ days ago,http://www.indeed.com/rc/clk?jk=72c81b83bfef6572&fccid=4b939d648b45c4a2,advisory services project manager
Aloe Vera of America,<200 http://www.indeed.com/cmp/Aloe-vera-of-america/jobs/Production-Maintenance-Technician-8a09cfad72d7fee6>,"dallas, tx 75238 ",2 days ago,http://www.indeed.com/cmp/Aloe-vera-of-america/jobs/Production-Maintenance-Technician-8a09cfad72d7fee6?r=1&fccid=53745a9a3517cd16,production maintenance technician
Dell,<200 https://dell.taleo.net/careersection/2/jobdetail.ftl?job=16000N49>,"austin, tx 73301 ",30+ days ago,http://www.indeed.com/rc/clk?jk=514e7ac67bea374e&fccid=0918a251e6902f97,systems sr. principal engineer
Transwestern,<200 https://transwestern-openhire.silkroad.com/epostings/index.cfm?fuseaction=app.dspjob&jobid=850&company_id=16377&version=1&jobBoardId=1112>,"midland, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=a89ebcf3df304044&fccid=94d2edf9b9c45770,chief engineer
Contango Oil and Gas Company,<200 https://contango.applicantpro.com/jobs/435948-26729.html>,"houston, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=a25d8202e0cec1c3&fccid=68171d7b4f516cf0,senior reservoir engineer
Superior Engineering & Fire Protection Services,<200 http://www.indeed.com/cmp/Superior-Engineering-&-Fire-Protection-Services/jobs/Electrical-Engineer-a508f59417685ba3>,"dallas, tx",8 days ago,http://www.indeed.com/cmp/Superior-Engineering-&-Fire-Protection-Services/jobs/Electrical-Engineer-a508f59417685ba3?r=1&fccid=144221d0aaf80c98,electrical engineer (pe)
Martin Marietta Materials,<200 https://professionals-martinmarietta.icims.com/jobs/1677/reliability-engineer/job?in_iframe=1&utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed>,"midlothian, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=3cdbda08ad7f0db5&fccid=58a24f87f38af654,reliability engineer
Cummins Inc.,<200 http://cummins-us.jobs/arlington-tx/application-engineer-cummins-southern-plains/44CD9EFA502F4A7C8B5ABED108C0C6A3/job/>,"arlington, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=440e7df174fe836e&fccid=36ccedc5bfdf19b1,"application engineer, cummins southern plains"
"ALPHA Facilities Solutions, LLC","<200 http://www.indeed.com/cmp/ALPHA-Facilities-Solutions,-LLC/jobs/Mechanical-81c67b965c10254c>","san antonio, tx 78231",30+ days ago,"http://www.indeed.com/cmp/ALPHA-Facilities-Solutions,-LLC/jobs/Mechanical-81c67b965c10254c?r=1&fccid=7151ffab042722fa","mechanical, electrical, plumbing engineers and specialists"
The Linde Group,<200 http://www.lindejobs.com/US/JobSearch/JobCenterViewCndt.asp?JobAd_Id=915301&utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed>,"pasadena, tx",4 days ago,http://www.indeed.com/rc/clk?jk=df6dcc8c9c7a4696&fccid=de16c1f4eccfad81,instrument technician i - hyco
CBRE,<200 http://cbre.referrals.selectminds.com/jobs/engineer-assistant-chief-bldg-10702?src=JB-10140&utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed>,"richardson, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=76382836c6360fe2&fccid=c9b9e477b3c84b4d,"engineer, assistant chief bldg"
Marriott Plaza San Antonio,<200 http://www.indeed.com/cmp/Marriott-Plaza-San-Antonio/jobs/Lead-Engineer-0a1427a5c1d37343>,"san antonio, tx 78205 ",30+ days ago,http://www.indeed.com/cmp/Marriott-Plaza-San-Antonio/jobs/Lead-Engineer-0a1427a5c1d37343?r=1&fccid=3bd2a716208b1af5,lead engineer
Samsung,<200 https://careers.ap.samsung.com/careers/svc/app/viewSearchJob?reqstnNo=277146&source=Indeed>,"austin, tx 78754",30+ days ago,http://www.indeed.com/rc/clk?jk=4890f12cadc67770&fccid=4c8f1cd901f84ca7,facilities operations engineer – hvac
Skilled Trades Company,<200 http://www.indeed.com/cmp/Skilled-Trades-Company/jobs/Facility-Technician-ffcaecc4d2ed2836>,"austin, tx",1 day ago,http://www.indeed.com/cmp/Skilled-Trades-Company/jobs/Facility-Technician-ffcaecc4d2ed2836?r=1&fccid=a54c4d90ec0d5a87,facilities technician
"City of Killeen, TX",<200 http://agency.governmentjobs.com/killeen/default.cfm?action=viewJob&jobID=1533529>,"killeen, tx",17 days ago,http://www.indeed.com/rc/clk?jk=3968cbd4d29a9518&fccid=0d996d3d4d7dfcb3,executive director of public works
Seva Hospitality,<200 https://innTrack.snaphire.com/jobdetails?jobmc=14562IND>,"desoto, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=7e61af3ae96e935e&fccid=25fde9f6edf859fb,chief engineer
Bechtel,<200 http://jobs.bechtel.com/professional/job/Houston-Senior-Process-Engineer-Job-TX-77001/361039900/?feedId=4&utm_source=Indeed&jobPipeline=Indeed>,"houston, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=47e1e332f1ad77b6&fccid=40dab2048c41a718,senior process engineer job
Chef Bobo,<200 http://www.indeed.com/cmp/Chef-Bobo/jobs/Maintenance-Manager-021b3704173b881e>,"dallas, tx 75233 ",30+ days ago,http://www.indeed.com/company/Chef-Bobo/jobs/Maintenance-Manager-021b3704173b881e?r=1&fccid=9d132ef13b4243d2,maintenance manager
Textron,<200 https://textron.taleo.net/careersection/textron/jobdetail.ftl?job=247452&lang=en&src=JB-10146>,"fort worth, tx 76118",30+ days ago,http://www.indeed.com/rc/clk?jk=fa6d8683941eb311&fccid=be0fe44f2a1c36c4,2017 summer internship - technology & innovation
Kiewit Corporation,<200 https://kiewitcareers.kiewit.com/job/Ingleside-Welding-Engineer-KOS-TX-78362/339211800/?jobPipeline=Indeed>,"ingleside, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=52e2067ef3e51255&fccid=fd3e5b9fc7b91d7c,welding engineer- kos
Mfg Ops,<200 https://marykay.taleo.net/careersection/mk_external/jobdetail.ftl?job=160314&src=JB-10082>,"dallas, tx 75247 ",30+ days ago,http://www.indeed.com/rc/clk?jk=0f3bda639eae3e94&fccid=93142aee69823e19,sr operations engineer
Engineered Air,<200 http://www.engineeredair.com/index.php/join_us/view/sales-engineer-dallas?utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed>,"dallas, tx",29 days ago,http://www.indeed.com/rc/clk?jk=a9fedbbd7182a689&fccid=463721df81ee4409,sales engineer
Stage 3 Separation,<200 http://www.indeed.com/cmp/Stage-3-Separation/jobs/Solid-Control-Technician-960a86c715eedb6b>,"el paso, tx",4 hours ago,http://www.indeed.com/cmp/Stage-3-Separation/jobs/Solid-Control-Technician-960a86c715eedb6b?r=1&fccid=43473610975d65fb,solids control technician
GE Renewable Energy,<200 https://xjobs.brassring.com/TGWEbHost/jobdetails.aspx?jobId=1331745&PartnerId=54&SiteId=5346&type=search&JobReqLang=1&recordstart=1&codes=WB2345>,texas,6 days ago,http://www.indeed.com/rc/clk?jk=2bbcc44517176430&fccid=1a58d1f68a45eff2,wind technician - electra
City of Austin,<200 https://www.austincityjobs.org/postings/55905>,"austin, tx",14 days ago,http://www.indeed.com/rc/clk?jk=865467137c9b2c89&fccid=651f65cb69970e95,"inspection supervisor (commercial, plumbing, and mechanical)"
JLL,<200 https://sjobs.brassring.com/TGWEbHost/jobdetails.aspx?jobId=794130&partnerid=25611&siteid=5324&codes=D_Indeed>,"baytown, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=12014054ed1bd47e&fccid=9917de3c28f569f6,mobile hvac engineer - baytown
Texas Health Resources,<200 http://jobs.texashealth.org/ShowJob/Id/965680/Maintenance%20Specialist%20I%20%20%202nd%20Shift>,"plano, tx 75093",10 days ago,http://www.indeed.com/rc/clk?jk=ba8c93801a4d0632&fccid=47c7346c8483e993,maintenance specialist i - 2nd shift
Samsung,<200 https://careers.ap.samsung.com/careers/svc/app/viewSearchJob?reqstnNo=278109&source=Indeed>,"austin, tx 78754",30+ days ago,http://www.indeed.com/rc/clk?jk=0d5b1b8d69cf5d75&fccid=4c8f1cd901f84ca7,facilities operations engineer
Kiewit Corporation,<200 https://kiewitcareers.kiewit.com/job/The-Woodlands-FieldOffice-Engineer-Intern-Kiewit-Energy-US-TX-77380/361143100/?jobPipeline=Indeed>,"the woodlands, tx",30 days ago,http://www.indeed.com/rc/clk?jk=9f0388c0b773d078&fccid=fd3e5b9fc7b91d7c,field/office engineer intern - kiewit energy us
Texas Dow Employees Credit Union,<200 https://workforcenow.adp.com/jobs/apply/posting.html?client=tdecu&jobId=91454&source=IN>,"angleton, tx 77515",1 day ago,http://www.indeed.com/rc/clk?jk=168ccaf2a15f832f&fccid=dd479814091329be,operations analyst/ application administrator
Cushman & Wakefield,<200 https://cw.wd1.myworkdayjobs.com/en-US/External/job/Houston-Texas-USA/Maintenance-Mechanic---Houston--Texas_R2043-3?src=JB-10090>,"houston, tx 77056 ",4 days ago,http://www.indeed.com/rc/clk?jk=ceaaf398ea9bc4a5&fccid=a5c381a5b33228a1,maintenance mechanic
Medical City - Dallas,<200 https://hca.taleo.net/careersection/0hca/jobdetail.ftl?job=2087864&src=JB-11444>,"dallas, tx",6 days ago,http://www.indeed.com/rc/clk?jk=99e03c19737582b9&fccid=933177975ecfd5e2,maintenance mechanic
Angelica,<200 https://angelica.taleo.net/careersection/2/jobdetail.ftl?lang=en&job=MAN6577>,"austin, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=8a0fe6532b1423b4&fccid=b6fce3a3a7a6e9d4,maintenance engineer (department) - austin
Midland Memorial Hospital,<200 https://pm.healthcaresource.com/CareerSite/midlandmemorial/Job.aspx?JobId=1768&source=Indeed.com>,"midland, tx",7 days ago,http://www.indeed.com/rc/clk?jk=84ebecde09aafdcd&fccid=3a5ac4f56b5dd7b9,plant operator iii
Memorial Hermann,<200 http://www.memorialhermann.org/careers/>,"houston, tx 77074 ",30+ days ago,http://www.indeed.com/rc/clk?jk=703a14d3346a79bf&fccid=c65fa776763631d5,"stationary engineer, 1st grade - engineering - ft, varied shifts"
SIG COMBIBLOC,<200 http://www.indeed.com/cmp/SIG-COMBIBLOC/jobs/Field-Service-Engineer-2191b252cf294084>,"dallas, tx",30+ days ago,http://www.indeed.com/cmp/SIG-COMBIBLOC/jobs/Field-Service-Engineer-2191b252cf294084?r=1&fccid=9038895f7e4fffca,field service engineer - high speed packaging equipment
L-3 Communications,<200 https://l3com.taleo.net/careersection/l3_ext_us/jobdetail.ftl?job=079713&src=JB-10095>,"greenville, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=f389ddc0dfcbd694&fccid=d0b3f9cc8e1c8e97,field engineer - 5
Prince Organization,<200 https://innTrack.snaphire.com/jobdetails?jobmc=15010IND>,"austin, tx",20 days ago,http://www.indeed.com/rc/clk?jk=113b293d8dfe9e34&fccid=f4eb8836a301ce36,maintenance
Zenith,<200 http://www.indeed.com/cmp/Zenith/jobs/Chief-Engineer-ea23081d539b6f08>,"houston, tx",30+ days ago,http://www.indeed.com/cmp/Zenith/jobs/Chief-Engineer-ea23081d539b6f08?r=1&fccid=ebd891b6c3099fd7,chief engineer
Textron,<200 https://textron.taleo.net/careersection/textron/jobdetail.ftl?job=249391&lang=en&src=JB-10146>,"fort worth, tx 76118",9 days ago,http://www.indeed.com/rc/clk?jk=3bbee020023a5fc2&fccid=be0fe44f2a1c36c4,2017 fall co-op - aerospace engineering (part time)
Apollo BBC,<200 http://www.indeed.com/cmp/Apollo-BBC/jobs/Building-Enclosure-Consultant-29253aab2ea3a146>,"houston, tx",3 days ago,http://www.indeed.com/cmp/Apollo-BBC/jobs/Building-Enclosure-Consultant-29253aab2ea3a146?r=1&fccid=162b8fcba7d6bc9f,building enclosure consultant
Dell,<200 https://dell.taleo.net/careersection/2/jobdetail.ftl?job=16000A28>,"round rock, tx 78664",30+ days ago,http://www.indeed.com/rc/clk?jk=efaa70f2bd4ff27f&fccid=0918a251e6902f97,quality senior engineer
"LZ Technology, Inc.",<200 https://www.speediarms.com/jobboard/default.aspx?show=y&job=e1c7c069-e505-4fc9-afec-b7790cfe21ff>,"houston, tx 77058 ",28 days ago,http://www.indeed.com/rc/clk?jk=eb14f7fb66107c06&fccid=ee16ea61957a613c,flight software development engineer
Compass Group USA,<200 https://compassrcext.peoplefluent.com/viewjob.html?optlink-view=view-561365&ERFormID=newjoblist&ERFormCode=any&eresc=Indeed>,"college station, tx",2 days ago,http://www.indeed.com/rc/clk?jk=8213d523f3f6ff26&fccid=c55f4ad42cee2cd3,master plumber
Wunderlich-Malec Engineering,"<200 https://www.jobsinminneapolis.com/j/t-controls-engineer-e-wunderlichmalec-engineering-l-addison,-tx-jobs-j15683911.html?pbid=67849>","addison, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=44dbeeba388a40c5&fccid=595a63605cad245a,controls engineer
CBRE,<200 http://cbre.referrals.selectminds.com/jobs/lead-building-engineer-lake-charles-tx-12002?src=JB-10140&utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed>,"houston, tx",1 day ago,http://www.indeed.com/rc/clk?jk=58c3e7cfe8af7705&fccid=c9b9e477b3c84b4d,"lead building engineer-lake charles, tx"
Salas O'Brien,<200 http://salasobrien.applytojob.com/apply/2335110b077d610669027e6446615666737b310f3e3b7823052a0f61131c6334012f30/Electrical-DesignerEngineer?source=INDE&sid=IZsT5MP0Y0LQwXbQAInKlu1o4aJ2PYRyYkr>,"irving, tx 75038",30+ days ago,http://www.indeed.com/rc/clk?jk=1e17b26b32b70f0a&fccid=55c53ea26d681044,electrical designer/engineer
HTS Texas,<200 http://texas.htseng.com/infostore/jobboard.asp?DisplayData=yes&id=242&JobID=150&utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed>,"dallas, tx",13 days ago,http://www.indeed.com/rc/clk?jk=9834a6a7da83e251&fccid=854d7f928b8578bc,account managers (2)
Canon Solutions America,<200 https://jobs-canon.icims.com/jobs/14059/digital-service-engineer---1st-shift-field-service-technician/job?in_iframe=1&mode=job&iis=Indeed&iisn=Indeed.com>,"dallas, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=44255e221fb2dd8a&fccid=29ca6108566b1f05,digital service engineer - 1st shift field service technician
Schwan,<200 http://www.schwansjobs.com/us/united-states/other/jobid10349739-senior-project-engineer-manufacturing?src=JB-10200>,"pasadena, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=e0d7ab6d676407bf&fccid=edb2ec8e0dafc77b,senior project engineer manufacturing
Smith & Nephew,<200 https://smithnephew.taleo.net/careersection/sn_external_cs/jobdetail.ftl?job=141906&src=JB-10105>,"austin, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=8595ab2d146e9f98&fccid=1158b06e06ba17ce,staff manufacturing engineer
"Climatec, LLC",<200 http://jobs.ourcareerpages.com/job/186552~Primary?source=Indeed>,"irving, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=274eeb0394454257&fccid=d8246eca1f5c45e3,project specialist
"ThyssenKrupp North America, Inc.",<200 http://thyssenkruppusjobs.com/search?job=J3H4T16MXR1WG4NJT0P&sType=Indeed>,"dallas, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=a849d9d00c5850e4&fccid=f648cb032adb36d1,instructional designer- its
TNA Solutions,<200 http://www.tnasolutions.com/careers/vacancies/job-postings/ID/269/TECHNICAL-SERVICE-MANAGER>,"dallas, tx",2 days ago,http://www.indeed.com/rc/clk?jk=1d73e36a9c0f9c04&fccid=3b3ee36cadde1dac,technical service manager
SpaceX,<200 https://app.jobvite.com/CompanyJobs/Careers.aspx?k=Job&c=qz49Vfwr&j=ozyG3fwA&s=Indeed>,"mcgregor, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=bea27000a49d032b&fccid=8bc01be85b97ce0d,"director, f9 stage test"
AFL Telecommunications LLC,<200 http://www.hirebridge.com/jobseeker2/viewdetail.asp?joblistid=420553&come=&page=1&logo=yes&s=&acceptShift=0&cid=6019&source=Indeed.com>,"dallas, tx",9 days ago,http://www.indeed.com/rc/clk?jk=3e6cd7daf4ff7181&fccid=b861490962ace5e5,optical test & turn-up technician
Bay Ltd.,<200 https://bayltd.com/job/tank-vessel-engineer/>,"corpus christi, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=60b72a09837013af&fccid=76eeaf67076288b6,tank & vessel engineer
Siemens,<200 https://jobs.usa.siemens-info.com/jobs/156226/Irving-TX-Sr-Mechanical-Engineer?lang=en-US&source=Indeed.&sourceType=PREMIUM_POST_SITE&source=Indeed&sourceType=PREMIUM_POST_SITE>,"irving, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=12694f81e9bbd5cf&fccid=3b89b9ec324f96c8,sr mechanical engineer
Arkema Americas,<200 https://career4.successfactors.com/career?career_ns=job_listing&company=ARKEMA&navBarLevel=JOB_SEARCH&rcm_site_locale=en_US&career_job_req_id=22362&jobPipeline=Indeed>,"beaumont, tx",5 hours ago,http://www.indeed.com/rc/clk?jk=bac8d38b8af01c85&fccid=4d1303d22f32438d,reliability engineer and project manager
L-3 Communications,<200 https://l3com.taleo.net/careersection/l3_ext_us/jobdetail.ftl?job=082540&src=JB-10095>,"greenville, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=dc050531e1f33a2b&fccid=d0b3f9cc8e1c8e97,engineer - structural 3
Climate Controls & Security,<200 https://jobs.utc.com/job/pasadena/project-manager/1566/1620830>,"pasadena, tx",9 days ago,http://www.indeed.com/rc/clk?jk=7819b2db0d3f45ad&fccid=c8f61b2894be8a5a,project manager
David H Koch Center,<200 http://careers.nyp.org/new-york-jobs/field-director-assistant-director-facilities/2016-21909?nt=1&bid=&utm_source=Indeed.com&utm_medium=Organic&utm_content=NY-83318&utm_campaign=none&IT=6293366>,"center, tx",7 days ago,http://www.indeed.com/rc/clk?jk=27cac078149b1882&fccid=4d5d694743c295fc,field director (assistant director) - facilities
JLL,<200 https://sjobs.brassring.com/TGWEbHost/jobdetails.aspx?jobId=821229&partnerid=25611&siteid=5324&codes=D_Indeed>,"houston, tx 77056 ",30+ days ago,http://www.indeed.com/rc/clk?jk=3f98093345ccc6a1&fccid=9917de3c28f569f6,lead operating engineer
Lockheed Martin,<200 http://search.lockheedmartinjobs.com/ShowJob/Id/62883/Sr.%20Quality%20Assurance%20(QA)%20Engineer>,"grand prairie, tx",30+ days ago,http://www.indeed.com/rc/clk?jk=99a5fa2dc518458f&fccid=aeb15e43a6800b9d,qa engineer sr
Textron,<200 https://textron.taleo.net/careersection/textron/jobdetail.ftl?job=249410&lang=en&src=JB-10146>,"fort worth, tx 76118",9 days ago,http://www.indeed.com/rc/clk?jk=0b71943ea2f91d28&fccid=be0fe44f2a1c36c4,2017 fall co-op - standards & calibration (part-time)
Weatherford,<200 http://jobs.weatherford.com/jobs/5540136-engineering-technologist-i-wireline?tm_job=57196-1A&tm_event=view&tm_company=2115&bid=326>,"houston, tx 77060 ",30+ days ago,http://www.indeed.com/rc/clk?jk=5a16b2a604505058&fccid=e764c38693822dfc,engineering technologist i- wireline
Lockheed Martin,<200 http://search.lockheedmartinjobs.com/ShowJob/Id/62349/Aircraft%20Maintenance%20Support%20Engineer>,"fort worth, tx 76116",30+ days ago,http://www.indeed.com/rc/clk?jk=ce6e5d20fe80e40a&fccid=aeb15e43a6800b9d,aircraft maintenance support engineer
